Algorithm,Map,Map Seed,Uncertainty,Number of Agents,Agent Seed,Runtime (secs),Success,Min SOC,Max SOC,CT Nodes,ODA* Nodes
CBS,Open Map,12345678, 1,7, 52072689,0.03487515449523926,1, 42, 51, 21,-
ODA*,Open Map,12345678, 1,7, 52072689, 0.378023624420166,1, 42, 51,-, 609
CBS,Open Map,12345678, 1,7, 196822703,0.008948564529418945,1, 49, 64, 5,-
ODA*,Open Map,12345678, 1,7, 196822703, 0.18648600578308105,1, 49, 64,-, 245
CBS,Open Map,12345678, 1,7, 416746009,0.008951187133789062,1, 57, 68, 6,-
ODA*,Open Map,12345678, 1,7, 416746009, 0.09879136085510254,1, 57, 68,-, 129
CBS,Open Map,12345678, 1,7, 1533194793,0.004984378814697266,1, 51, 64, 3,-
ODA*,Open Map,12345678, 1,7, 1533194793, 0.13065266609191895,1, 51, 64,-, 154
CBS,Open Map,12345678, 1,7, 1998718019,0.07378101348876953,1, 55, 69, 18,-
ODA*,Open Map,12345678, 1,7, 1998718019, 3.7320120334625244,1, 55, 68,-, 4428
CBS,Open Map,12345678, 1,7, 1541157214,12.303129196166992,1, 59, 77, 2859,-
ODA*,Open Map,12345678, 1,7, 1541157214, -1,0,-,-,-,-
CBS,Open Map,12345678, 1,7, 225155734,0.009974956512451172,1, 37, 46, 2,-
ODA*,Open Map,12345678, 1,7, 225155734, 0.0968325138092041,1, 37, 46,-, 94
CBS,Open Map,12345678, 1,7, 423105278,0.006960630416870117,1, 48, 60, 5,-
ODA*,Open Map,12345678, 1,7, 423105278, 0.09973430633544922,1, 48, 60,-, 142
CBS,Open Map,12345678, 1,7, 1200789250,0.05193018913269043,1, 62, 74, 18,-
ODA*,Open Map,12345678, 1,7, 1200789250, 0.2623915672302246,1, 62, 74,-, 357
CBS,Open Map,12345678, 1,7, 441914009,0.2832467555999756,1, 53, 69, 22,-
ODA*,Open Map,12345678, 1,7, 441914009, 15.52640175819397,1, 53, 69,-, 13213
CBS,Circular,12345678, 2,7, 1992397894,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1992397894, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 944488754,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 944488754, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1209154082,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1209154082, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1534317250,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1534317250, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 898885311,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 898885311, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 10432468,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 10432468, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 873840203,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 873840203, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1831875774,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1831875774, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 201949651,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 201949651, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1067025547,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1067025547, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1005413595,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1005413595, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1917056506,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1917056506, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1775124576,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1775124576, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1694497192,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1694497192, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 622921948,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 622921948, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 135384165,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 135384165, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1987140898,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1987140898, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1949626490,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1949626490, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 87995368,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 87995368, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 32877228,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 32877228, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1697317931,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1697317931, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1363048768,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1363048768, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 423543114,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 423543114, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 308358342,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 308358342, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1191776456,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1191776456, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1219329115,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1219329115, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 186168419,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 186168419, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1565400219,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1565400219, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 265231746,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 265231746, -1,0,-,-,-,-
CBS,Circular,12345678, 2,7, 1840224688,-1,0,-,-,-,-
ODA*,Circular,12345678, 2,7, 1840224688, -1,0,-,-,-,-
CBS,Open Map,12345678, 2,7, 1002330110,0.4542694091796875,1, 74, 102, 70,-
ODA*,Open Map,12345678, 2,7, 1002330110, 58.39132785797119,1, 74, 102,-, 70639
CBS,Open Map,12345678, 2,7, 452855407,0.016987085342407227,1, 72, 88, 11,-
ODA*,Open Map,12345678, 2,7, 452855407, 11.822184562683105,1, 72, 89,-, 16459
CBS,Open Map,12345678, 2,7, 2083062039,-1,0,-,-,-,-
ODA*,Open Map,12345678, 2,7, 2083062039, -1,0,-,-,-,-
CBS,Open Map,12345678, 2,7, 431639286,0.18451142311096191,1, 62, 83, 50,-
ODA*,Open Map,12345678, 2,7, 431639286, 37.65838360786438,1, 62, 83,-, 50374
CBS,Open Map,12345678, 2,7, 2033546013,1.4882011413574219,1, 66, 89, 406,-
ODA*,Open Map,12345678, 2,7, 2033546013, -1,0,-,-,-,-
CBS,Open Map,12345678, 2,7, 1107114736,0.21043944358825684,1, 66, 89, 21,-
ODA*,Open Map,12345678, 2,7, 1107114736, 24.382649660110474,1, 66, 89,-, 24709
CBS,Open Map,12345678, 2,7, 1281795965,0.20074820518493652,1, 62, 76, 53,-
ODA*,Open Map,12345678, 2,7, 1281795965, 55.127830266952515,1, 62, 76,-, 63334
CBS,Open Map,12345678, 2,7, 1723317954,0.00404810905456543,1, 42, 58, 3,-
ODA*,Open Map,12345678, 2,7, 1723317954, 0.553485631942749,1, 42, 58,-, 492
CBS,Open Map,12345678, 2,7, 855180210,0.02886962890625,1, 53, 70, 16,-
ODA*,Open Map,12345678, 2,7, 855180210, 1.6052961349487305,1, 53, 72,-, 2181
CBS,Open Map,12345678, 2,7, 1336203755,0.027925491333007812,1, 62, 81, 8,-
ODA*,Open Map,12345678, 2,7, 1336203755, 3.2710182666778564,1, 62, 82,-, 4246
CBS,Open Map,12345678, 2,7, 1904831321,1.6927175521850586,1, 65, 88, 179,-
ODA*,Open Map,12345678, 2,7, 1904831321, -1,0,-,-,-,-
CBS,Open Map,12345678, 2,7, 1738822899,0.16727781295776367,1, 78, 97, 84,-
ODA*,Open Map,12345678, 2,7, 1738822899, 12.396700382232666,1, 78, 99,-, 14624
CBS,Open Map,12345678, 2,7, 1140193347,0.006983280181884766,1, 62, 83, 3,-
ODA*,Open Map,12345678, 2,7, 1140193347, 0.20245718955993652,1, 62, 83,-, 270
CBS,Open Map,12345678, 2,7, 903595584,0.9474573135375977,1, 79, 110, 172,-
ODA*,Open Map,12345678, 2,7, 903595584, -1,0,-,-,-,-
CBS,Open Map,12345678, 2,7, 1586606362,45.61948800086975,1, 78, 103, 5255,-
ODA*,Open Map,12345678, 2,7, 1586606362, -1,0,-,-,-,-
CBS,Open Map,12345678, 2,7, 1970276717,0.002991914749145508,1, 77, 102, 1,-
ODA*,Open Map,12345678, 2,7, 1970276717, 0.07480120658874512,1, 77, 102,-, 74
CBS,Open Map,12345678, 2,7, 809240428,0.02892017364501953,1, 52, 71, 16,-
ODA*,Open Map,12345678, 2,7, 809240428, 4.23866081237793,1, 52, 71,-, 5670
CBS,Open Map,12345678, 2,7, 1599120031,51.27524161338806,1, 86, 117, 2330,-
ODA*,Open Map,12345678, 2,7, 1599120031, -1,0,-,-,-,-
CBS,Open Map,12345678, 2,7, 1848514469,1.8510971069335938,1, 71, 91, 557,-
ODA*,Open Map,12345678, 2,7, 1848514469, -1,0,-,-,-,-
CBS,Open Map,12345678, 2,7, 852754526,0.02295088768005371,1, 57, 75, 7,-
ODA*,Open Map,12345678, 2,7, 852754526, 21.51579451560974,1, 57, 75,-, 28045
CBS,Open Map,12345678, 2,7, 51861243,0.030918121337890625,1, 51, 72, 22,-
ODA*,Open Map,12345678, 2,7, 51861243, 0.2961912155151367,1, 51, 74,-, 512
CBS,Open Map,12345678, 2,7, 535895772,0.010969161987304688,1, 56, 78, 2,-
ODA*,Open Map,12345678, 2,7, 535895772, 0.5833840370178223,1, 56, 78,-, 751
CBS,Open Map,12345678, 2,7, 1028495910,0.001995563507080078,1, 61, 85, 1,-
ODA*,Open Map,12345678, 2,7, 1028495910, 0.08272409439086914,1, 61, 85,-, 73
CBS,Open Map,12345678, 2,7, 132458668,0.006922006607055664,1, 66, 89, 5,-
ODA*,Open Map,12345678, 2,7, 132458668, 0.08482861518859863,1, 66, 89,-, 73
CBS,Open Map,12345678, 2,7, 1600011710,0.007978200912475586,1, 62, 84, 6,-
ODA*,Open Map,12345678, 2,7, 1600011710, 1.6526153087615967,1, 62, 84,-, 2427
CBS,Open Map,12345678, 2,7, 178468776,0.024966955184936523,1, 60, 78, 6,-
ODA*,Open Map,12345678, 2,7, 178468776, 2.1901426315307617,1, 60, 78,-, 2730
CBS,Open Map,12345678, 2,7, 155351933,0.010189294815063477,1, 55, 75, 6,-
ODA*,Open Map,12345678, 2,7, 155351933, 0.17228913307189941,1, 55, 75,-, 278
CBS,Open Map,12345678, 2,7, 721220667,-1,0,-,-,-,-
ODA*,Open Map,12345678, 2,7, 721220667, -1,0,-,-,-,-
CBS,Open Map,12345678, 2,7, 6739578,0.05485248565673828,1, 70, 105, 12,-
ODA*,Open Map,12345678, 2,7, 6739578, 3.3730154037475586,1, 70, 105,-, 4244
CBS,Open Map,12345678, 4,7, 1200109274,0.03287696838378906,1, 73, 134, 9,-
ODA*,Open Map,12345678, 4,7, 1200109274, 5.634989261627197,1, 73, 134,-, 6644
CBS,Open Map,12345678, 4,7, 1786212569,0.03291440010070801,1, 85, 138, 11,-
ODA*,Open Map,12345678, 4,7, 1786212569, 7.335362672805786,1, 85, 140,-, 9494
CBS,Open Map,12345678, 4,7, 917415537,51.82691216468811,1, 103, 164, 4031,-
ODA*,Open Map,12345678, 4,7, 917415537, -1,0,-,-,-,-
CBS,Open Map,12345678, 4,7, 1138088250,1.0552268028259277,1, 115, 176, 176,-
ODA*,Open Map,12345678, 4,7, 1138088250, -1,0,-,-,-,-
CBS,Open Map,12345678, 4,7, 31387051,0.2543160915374756,1, 70, 121, 31,-
ODA*,Open Map,12345678, 4,7, 31387051, 29.291671991348267,1, 70, 121,-, 36755
CBS,Open Map,12345678, 4,7, 1597114397,19.946003913879395,1, 93, 151, 313,-
ODA*,Open Map,12345678, 4,7, 1597114397, -1,0,-,-,-,-
CBS,Open Map,12345678, 4,7, 853450087,0.006979703903198242,1, 85, 139, 3,-
ODA*,Open Map,12345678, 4,7, 853450087, 0.5445089340209961,1, 85, 139,-, 795
CBS,Open Map,12345678, 4,7, 1759040704,0.02693796157836914,1, 69, 108, 6,-
ODA*,Open Map,12345678, 4,7, 1759040704, -1,0,-,-,-,-
CBS,Open Map,12345678, 4,7, 1886672619,0.3381328582763672,1, 81, 135, 32,-
ODA*,Open Map,12345678, 4,7, 1886672619, -1,0,-,-,-,-
CBS,Open Map,12345678, 4,7, 903193805,-1,0,-,-,-,-
ODA*,Open Map,12345678, 4,7, 903193805, -1,0,-,-,-,-
CBS,Open Map,12345678, 4,7, 1621309296,0.5355753898620605,1, 69, 118, 26,-
ODA*,Open Map,12345678, 4,7, 1621309296, -1,0,-,-,-,-
CBS,Open Map,12345678, 4,7, 2017434768,0.707054615020752,1, 73, 124, 43,-
ODA*,Open Map,12345678, 4,7, 2017434768, 34.634421586990356,1, 73, 124,-, 48206
CBS,Open Map,12345678, 4,7, 904774091,-1,0,-,-,-,-
ODA*,Open Map,12345678, 4,7, 904774091, -1,0,-,-,-,-
CBS,Open Map,12345678, 4,7, 1152423190,0.01096200942993164,1, 61, 110, 3,-
ODA*,Open Map,12345678, 4,7, 1152423190, 2.8214528560638428,1, 61, 110,-, 3762
CBS,Open Map,12345678, 4,7, 1163405048,0.020943164825439453,1, 80, 131, 8,-
ODA*,Open Map,12345678, 4,7, 1163405048, 0.9106028079986572,1, 80, 130,-, 849
CBS,Open Map,12345678, 4,7, 1968806920,0.003987789154052734,1, 82, 131, 2,-
ODA*,Open Map,12345678, 4,7, 1968806920, 0.24532032012939453,1, 82, 133,-, 154
CBS,Open Map,12345678, 4,7, 2106223593,2.7964699268341064,1, 79, 123, 41,-
ODA*,Open Map,12345678, 4,7, 2106223593, -1,0,-,-,-,-
CBS,Open Map,12345678, 4,7, 300100639,0.022993803024291992,1, 89, 146, 6,-
ODA*,Open Map,12345678, 4,7, 300100639, 38.92984652519226,1, 89, 146,-, 40296
CBS,Open Map,12345678, 4,7, 1580643200,2.163160562515259,1, 102, 157, 139,-
ODA*,Open Map,12345678, 4,7, 1580643200, -1,0,-,-,-,-
CBS,Open Map,12345678, 4,7, 1267760162,0.3261539936065674,1, 81, 130, 34,-
ODA*,Open Map,12345678, 4,7, 1267760162, -1,0,-,-,-,-
CBS,Open Map,12345678, 4,7, 477437639,0.4687469005584717,1, 67, 103, 35,-
ODA*,Open Map,12345678, 4,7, 477437639, -1,0,-,-,-,-
CBS,Open Map,12345678, 4,7, 218382549,-1,0,-,-,-,-
ODA*,Open Map,12345678, 4,7, 218382549, -1,0,-,-,-,-
CBS,Open Map,12345678, 4,7, 1705471447,0.006981611251831055,1, 80, 122, 4,-
ODA*,Open Map,12345678, 4,7, 1705471447, 0.3900132179260254,1, 80, 122,-, 367
CBS,Open Map,12345678, 4,7, 424919911,0.015902996063232422,1, 70, 90, 9,-
ODA*,Open Map,12345678, 4,7, 424919911, 2.6728858947753906,1, 70, 90,-, 5055
CBS,Open Map,12345678, 4,7, 425397231,0.29216456413269043,1, 106, 170, 87,-
ODA*,Open Map,12345678, 4,7, 425397231, -1,0,-,-,-,-
CBS,Open Map,12345678, 4,7, 1438600113,0.29222750663757324,1, 82, 129, 18,-
ODA*,Open Map,12345678, 4,7, 1438600113, 9.935269355773926,1, 82, 129,-, 11359
CBS,Corridor Map,12345678, 0,8, 8601543762197903448,0.8610959053039551,1, 3420, 3420, 3,-
ODA*,Corridor Map,12345678, 0,8, 8601543762197903448, 40.674840688705444,1, 3420, 3420,-, 9757
CBS,Corridor Map,12345678, 0,8, 234638006308486395,0.5348601341247559,1, 3057, 3057, 4,-
ODA*,Corridor Map,12345678, 0,8, 234638006308486395, 16.486241102218628,1, 3057, 3057,-, 6974
CBS,Corridor Map,12345678, 0,8, 5892410889491114509,15.45782732963562,1, 2189, 2189, 2,-
ODA*,Corridor Map,12345678, 0,8, 5892410889491114509, 22.622752904891968,1, 2189, 2189,-, 6694
CBS,Corridor Map,12345678, 0,8, 3345047842111890650,0.24906635284423828,1, 2683, 2683, 1,-
ODA*,Corridor Map,12345678, 0,8, 3345047842111890650, 15.028466701507568,1, 2683, 2683,-, 6828
CBS,Corridor Map,12345678, 0,8, 5598477441362244872,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,8, 5598477441362244872, 6.24058985710144,1, 2741, 2741,-, 5095
CBS,Corridor Map,12345678, 0,8, 821841994364020630,0.8778731822967529,1, 2685, 2685, 5,-
ODA*,Corridor Map,12345678, 0,8, 821841994364020630, 10.897615194320679,1, 2685, 2685,-, 5942
CBS,Corridor Map,12345678, 0,8, 4616181526957390605,1.0632877349853516,1, 2957, 2957, 7,-
ODA*,Corridor Map,12345678, 0,8, 4616181526957390605, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,8, 4138061723304562981,0.44524645805358887,1, 2381, 2381, 2,-
ODA*,Corridor Map,12345678, 0,8, 4138061723304562981, 27.345759868621826,1, 2381, 2381,-, 7852
CBS,Corridor Map,12345678, 0,8, 7566367119881730879,0.8080756664276123,1, 3103, 3103, 5,-
ODA*,Corridor Map,12345678, 0,8, 7566367119881730879, 20.276683568954468,1, 3103, 3103,-, 6956
CBS,Corridor Map,12345678, 0,8, 8356064986215917018,1.226184368133545,1, 3006, 3006, 4,-
ODA*,Corridor Map,12345678, 0,8, 8356064986215917018, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,8, 5295502068012973186,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,8, 5295502068012973186, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,8, 4899484126527007594,22.25824785232544,1, 4718, 4718, 64,-
ODA*,Corridor Map,12345678, 0,8, 4899484126527007594, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,8, 258900540330791394,0.3683009147644043,1, 3226, 3226, 1,-
ODA*,Corridor Map,12345678, 0,8, 258900540330791394, 36.88044857978821,1, 3226, 3226,-, 9492
CBS,Corridor Map,12345678, 0,8, 1268748220322918686,1.737743616104126,1, 3820, 3820, 6,-
ODA*,Corridor Map,12345678, 0,8, 1268748220322918686, 46.45930099487305,1, 3820, 3820,-, 10066
CBS,Corridor Map,12345678, 0,8, 8552073793420938214,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,8, 8552073793420938214, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,8, 9126348407533795978,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,8, 9126348407533795978, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,8, 8721425699214099938,3.2439255714416504,1, 3277, 3277, 10,-
ODA*,Corridor Map,12345678, 0,8, 8721425699214099938, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,8, 1242356877445996806,0.7176315784454346,1, 2821, 2821, 4,-
ODA*,Corridor Map,12345678, 0,8, 1242356877445996806, 19.374922037124634,1, 2821, 2821,-, 7851
CBS,Corridor Map,12345678, 0,8, 6004050421673530810,1.1576526165008545,1, 4047, 4047, 5,-
ODA*,Corridor Map,12345678, 0,8, 6004050421673530810, 18.685619831085205,1, 4047, 4047,-, 8409
CBS,Corridor Map,12345678, 0,8, 3554690677535521075,23.949618577957153,1, 3450, 3450, 80,-
ODA*,Corridor Map,12345678, 0,8, 3554690677535521075, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,8, 1853045459429861800,0.18764781951904297,1, 2062, 2062, 1,-
ODA*,Corridor Map,12345678, 0,8, 1853045459429861800, 11.771371841430664,1, 2062, 2062,-, 6328
CBS,Corridor Map,12345678, 0,8, 5808700919219330565,1.6196818351745605,1, 4165, 4165, 7,-
ODA*,Corridor Map,12345678, 0,8, 5808700919219330565, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,8, 1138952892068470306,31.572880744934082,1, 3866, 3866, 73,-
ODA*,Corridor Map,12345678, 0,8, 1138952892068470306, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,8, 3705300056367775066,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,8, 3705300056367775066, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,8, 8282121659731843141,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,8, 8282121659731843141, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,8, 6408132433089407403,20.42194104194641,1, 4132, 4132, 66,-
ODA*,Corridor Map,12345678, 0,8, 6408132433089407403, -1,0,-,-,-,-
CBS,Corridor Map,12345678, 0,8, 9140968050799327444,0.5694892406463623,1, 3660, 3660, 2,-
ODA*,Corridor Map,12345678, 0,8, 9140968050799327444, 33.37087368965149,1, 3660, 3660,-, 9766
CBS,Corridor Map,12345678, 0,8, 8496706755126085840,0.5196168422698975,1, 3119, 3119, 2,-
ODA*,Corridor Map,12345678, 0,8, 8496706755126085840, 30.507762908935547,1, 3119, 3119,-, 8053
CBS,Corridor Map,12345678, 0,8, 8531649626107749790,1.0307443141937256,1, 2567, 2567, 6,-
ODA*,Corridor Map,12345678, 0,8, 8531649626107749790, 22.68283438682556,1, 2567, 2567,-, 8521
CBS,Corridor Map,12345678, 0,8, 2496160378033322987,-1,0,-,-,-,-
ODA*,Corridor Map,12345678, 0,8, 2496160378033322987, -1,0,-,-,-,-
CBS,Circular,12345678, 0,8, 907208967269946619,0.16541767120361328,1, 1424, 1424, 4,-
ODA*,Circular,12345678, 0,8, 907208967269946619, 4.1651835441589355,1, 1424, 1424,-, 3676
CBS,Circular,12345678, 0,8, 2362152108521776150,0.11976504325866699,1, 1075, 1075, 6,-
ODA*,Circular,12345678, 0,8, 2362152108521776150, 1.1735987663269043,1, 1075, 1075,-, 1982
CBS,Circular,12345678, 0,8, 7930778888367751067,0.11531686782836914,1, 1260, 1260, 2,-
ODA*,Circular,12345678, 0,8, 7930778888367751067, 3.375195026397705,1, 1260, 1260,-, 3266
CBS,Circular,12345678, 0,8, 4423363809797977388,2.0458152294158936,1, 1189, 1189, 32,-
ODA*,Circular,12345678, 0,8, 4423363809797977388, -1,0,-,-,-,-
CBS,Circular,12345678, 0,8, 3669299423230038762,0.0817270278930664,1, 1256, 1256, 1,-
ODA*,Circular,12345678, 0,8, 3669299423230038762, 4.76123571395874,1, 1256, 1256,-, 3815
CBS,Circular,12345678, 0,8, 3119432764562803930,0.10668039321899414,1, 1091, 1091, 3,-
ODA*,Circular,12345678, 0,8, 3119432764562803930, 1.7515146732330322,1, 1091, 1091,-, 2282
CBS,Circular,12345678, 0,8, 5700953295765028788,0.4516124725341797,1, 1516, 1516, 13,-
ODA*,Circular,12345678, 0,8, 5700953295765028788, 1.9671306610107422,1, 1516, 1516,-, 2844
CBS,Circular,12345678, 0,8, 879822615496310968,6.03010630607605,1, 1423, 1423, 54,-
ODA*,Circular,12345678, 0,8, 879822615496310968, -1,0,-,-,-,-
CBS,Circular,12345678, 0,8, 274514804914538979,0.2418384552001953,1, 1380, 1380, 7,-
ODA*,Circular,12345678, 0,8, 274514804914538979, 2.538987636566162,1, 1380, 1380,-, 2777
CBS,Circular,12345678, 0,8, 8829987540935177642,1.7050271034240723,1, 831, 831, 3,-
ODA*,Circular,12345678, 0,8, 8829987540935177642, 2.459763288497925,1, 831, 831,-, 2756
CBS,Circular,12345678, 0,8, 1863843920298848036,0.038614511489868164,1, 689, 689, 1,-
ODA*,Circular,12345678, 0,8, 1863843920298848036, 1.7746572494506836,1, 689, 689,-, 2032
CBS,Circular,12345678, 0,8, 6576607781946174708,0.06959152221679688,1, 1007, 1007, 1,-
ODA*,Circular,12345678, 0,8, 6576607781946174708, 3.723623752593994,1, 1007, 1007,-, 3203
CBS,Circular,12345678, 0,8, 1889309177154217448,0.26600193977355957,1, 1533, 1533, 5,-
ODA*,Circular,12345678, 0,8, 1889309177154217448, 3.288654327392578,1, 1533, 1533,-, 3276
CBS,Circular,12345678, 0,8, 3109610389224551931,0.37668943405151367,1, 1528, 1528, 8,-
ODA*,Circular,12345678, 0,8, 3109610389224551931, 3.748990535736084,1, 1528, 1528,-, 3692
CBS,Circular,12345678, 0,8, 4782303504236231360,4.924085855484009,1, 1396, 1396, 7,-
ODA*,Circular,12345678, 0,8, 4782303504236231360, 2.0235655307769775,1, 1396, 1396,-, 2731
CBS,Circular,12345678, 0,8, 2642868134067798954,24.75524616241455,1, 1658, 1658, 577,-
ODA*,Circular,12345678, 0,8, 2642868134067798954, 3.6309123039245605,1, 1658, 1658,-, 3576
CBS,Circular,12345678, 0,8, 2905342881411229282,0.3409245014190674,1, 1731, 1731, 7,-
ODA*,Circular,12345678, 0,8, 2905342881411229282, 2.687005043029785,1, 1731, 1731,-, 3243
CBS,Circular,12345678, 0,8, 1195345831483000436,0.3964498043060303,1, 1646, 1646, 7,-
ODA*,Circular,12345678, 0,8, 1195345831483000436, 3.7800614833831787,1, 1646, 1646,-, 3672
CBS,Circular,12345678, 0,8, 7148284651032611561,0.16603446006774902,1, 1157, 1157, 5,-
ODA*,Circular,12345678, 0,8, 7148284651032611561, 1.899984359741211,1, 1157, 1157,-, 2480
CBS,Circular,12345678, 0,8, 7085281264636346385,0.3071267604827881,1, 1544, 1544, 7,-
ODA*,Circular,12345678, 0,8, 7085281264636346385, 3.0295610427856445,1, 1544, 1544,-, 3218
CBS,Circular,12345678, 0,8, 342550407211502878,0.09611678123474121,1, 928, 928, 3,-
ODA*,Circular,12345678, 0,8, 342550407211502878, 1.9012067317962646,1, 928, 928,-, 2220
CBS,Circular,12345678, 0,8, 7390261528025150786,33.53019618988037,1, 1690, 1690, 12,-
ODA*,Circular,12345678, 0,8, 7390261528025150786, 2.9549946784973145,1, 1690, 1690,-, 3420
CBS,Circular,12345678, 0,8, 6547073551040200512,0.06660318374633789,1, 1017, 1017, 2,-
ODA*,Circular,12345678, 0,8, 6547073551040200512, 1.8050591945648193,1, 1017, 1017,-, 2338
CBS,Circular,12345678, 0,8, 7810591948363212480,0.10585284233093262,1, 1006, 1006, 3,-
ODA*,Circular,12345678, 0,8, 7810591948363212480, 2.0429272651672363,1, 1006, 1006,-, 2427
CBS,Circular,12345678, 0,8, 5107188229641832649,0.15520453453063965,1, 1142, 1142, 4,-
ODA*,Circular,12345678, 0,8, 5107188229641832649, 2.8403947353363037,1, 1142, 1142,-, 2879
CBS,Circular,12345678, 0,8, 2475795966960960052,0.07239532470703125,1, 897, 897, 2,-
ODA*,Circular,12345678, 0,8, 2475795966960960052, 1.5635030269622803,1, 897, 897,-, 2053
CBS,Circular,12345678, 0,8, 5087224345645585609,0.8710596561431885,1, 1054, 1054, 8,-
ODA*,Circular,12345678, 0,8, 5087224345645585609, -1,0,-,-,-,-
CBS,Circular,12345678, 0,8, 70112859792146202,0.15685319900512695,1, 1330, 1330, 4,-
ODA*,Circular,12345678, 0,8, 70112859792146202, 3.091132402420044,1, 1330, 1330,-, 3074
CBS,Circular,12345678, 0,8, 6156041616218813932,16.818572998046875,1, 1627, 1627, 110,-
ODA*,Circular,12345678, 0,8, 6156041616218813932, -1,0,-,-,-,-
CBS,Circular,12345678, 0,8, 92092713054534353,0.10948491096496582,1, 1047, 1047, 2,-
ODA*,Circular,12345678, 0,8, 92092713054534353, 3.6117734909057617,1, 1047, 1047,-, 3214
