Map,Map Seed,Uncertainty,Number of Agents,Agent Seed,With Communication,Sensing Probability,Initial Runtime (secs),Online Runtime (secs),Success,Initial Min SOC,Initial Max SOC,Initial Uncertainty,Initial True Cost,Final Min SOC,Final Max SOC,Final Uncertainty,Distribution,Final True Cost,Objective,Effect on True Cost,True Cost Change,Min SIC,Max SIC
Open Map,96372106,0,2,10637341,False,0.5,0.0005693435668945312,0.001039266586303711,1,11,11,0,11,11,11,0,uniform,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637342,False,0.5,0.00026702880859375,0.00040149688720703125,1,6,6,0,6,6,6,0,uniform,6,Min Worst Case,No Change,0,6,6
Open Map,96372106,0,2,10637343,False,0.5,0.0004112720489501953,0.00048542022705078125,1,9,9,0,9,9,9,0,uniform,9,Min Worst Case,No Change,0,9,9
Open Map,96372106,0,2,10637344,False,0.5,0.0005207061767578125,0.0005581378936767578,1,13,13,0,13,13,13,0,uniform,13,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637345,False,0.5,0.0006611347198486328,0.0007271766662597656,1,16,16,0,16,16,16,0,uniform,16,Min Worst Case,No Change,0,16,16
Open Map,96372106,0,2,10637296,True,0.5,0.0006427764892578125,0.0006227493286132812,1,13,13,0,13,13,13,0,max,13,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637297,True,0.5,0.0004673004150390625,0.00044727325439453125,1,11,11,0,11,11,11,0,max,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637298,True,0.5,0.0009398460388183594,0.000606536865234375,1,18,18,0,18,18,18,0,max,18,Min Best Case,No Change,0,18,18
Open Map,96372106,0,2,10637299,True,0.5,0.0011339187622070312,0.0010085105895996094,1,14,14,0,14,14,14,0,max,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637300,True,0.5,0.0006103515625,0.0011663436889648438,1,14,14,0,14,14,14,0,max,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637301,True,0.5,0.0004551410675048828,0.0004494190216064453,1,11,11,0,11,11,11,0,max,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637302,True,0.5,0.0006606578826904297,0.0006861686706542969,1,17,17,0,17,17,17,0,max,17,Min Best Case,No Change,0,17,17
Open Map,96372106,0,2,10637303,True,0.5,0.0004439353942871094,0.0005819797515869141,1,13,13,0,13,13,13,0,max,13,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637304,True,0.5,0.0012390613555908203,0.0005290508270263672,1,14,14,0,14,14,14,0,max,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637305,True,0.5,0.0005526542663574219,0.0004909038543701172,1,15,15,0,15,15,15,0,max,15,Min Best Case,No Change,0,15,15
Open Map,96372106,0,2,10637306,True,0.5,0.0002701282501220703,0.0003612041473388672,1,6,6,0,6,6,6,0,max,6,Min Best Case,No Change,0,6,6
Open Map,96372106,0,2,10637307,True,0.5,0.0004627704620361328,0.0005021095275878906,1,13,13,0,13,13,13,0,max,13,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637308,True,0.5,0.00044417381286621094,0.0005369186401367188,1,11,11,0,11,11,11,0,max,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637309,True,0.5,0.000553131103515625,0.0010950565338134766,1,17,17,0,17,17,17,0,max,17,Min Best Case,No Change,0,17,17
Open Map,96372106,0,2,10637310,True,0.5,0.0005965232849121094,0.0012269020080566406,1,13,13,0,13,13,13,0,max,13,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637311,True,0.5,0.00028586387634277344,0.0005540847778320312,1,7,7,0,7,7,7,0,max,7,Min Best Case,No Change,0,7,7
Open Map,96372106,0,2,10637312,True,0.5,0.00038695335388183594,0.0008573532104492188,1,10,10,0,10,10,10,0,max,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637313,True,0.5,0.0004849433898925781,0.0010328292846679688,1,14,14,0,14,14,14,0,max,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637314,True,0.5,0.006936073303222656,0.001010894775390625,1,14,14,0,14,14,14,0,max,14,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637315,True,0.5,0.0005383491516113281,0.0007426738739013672,1,10,10,0,10,10,10,0,max,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637316,True,0.5,0.0005011558532714844,0.0009775161743164062,1,14,14,0,14,14,14,0,max,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637317,True,0.5,0.00038051605224609375,0.0008697509765625,1,10,10,0,10,10,10,0,max,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637318,True,0.5,0.0004229545593261719,0.0006504058837890625,1,10,10,0,10,10,10,0,max,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637319,True,0.5,0.0004467964172363281,0.0005452632904052734,1,14,14,0,14,14,14,0,max,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637320,True,0.5,0.0002713203430175781,0.0004341602325439453,1,6,6,0,6,6,6,0,max,6,Min Best Case,No Change,0,6,6
Open Map,96372106,0,2,10637321,True,0.5,0.0003669261932373047,0.0007350444793701172,1,9,9,0,9,9,9,0,max,9,Min Best Case,No Change,0,9,9
Open Map,96372106,0,2,10637322,True,0.5,0.0002868175506591797,0.000438690185546875,1,7,7,0,7,7,7,0,max,7,Min Best Case,No Change,0,7,7
Open Map,96372106,0,2,10637323,True,0.5,0.0005638599395751953,0.0008380413055419922,1,17,17,0,17,17,17,0,max,17,Min Best Case,No Change,0,17,17
Open Map,96372106,0,2,10637324,True,0.5,0.0002219676971435547,0.00039267539978027344,1,4,4,0,4,4,4,0,max,4,Min Best Case,No Change,0,4,4
Open Map,96372106,0,2,10637325,True,0.5,0.0004405975341796875,0.0005533695220947266,1,10,10,0,10,10,10,0,max,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637326,True,0.5,0.00045800209045410156,0.0005702972412109375,1,11,11,0,11,11,11,0,max,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637327,True,0.5,0.0003342628479003906,0.0003981590270996094,1,9,9,0,9,9,9,0,max,9,Min Best Case,No Change,0,9,9
Open Map,96372106,0,2,10637328,True,0.5,0.0009300708770751953,0.00045180320739746094,1,11,11,0,11,11,11,0,max,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637329,True,0.5,0.0003170967102050781,0.00040531158447265625,1,7,7,0,7,7,7,0,max,7,Min Best Case,No Change,0,7,7
Open Map,96372106,0,2,10637330,True,0.5,0.0002741813659667969,0.00030612945556640625,1,6,6,0,6,6,6,0,max,6,Min Best Case,No Change,0,6,6
Open Map,96372106,0,2,10637331,True,0.5,0.0005445480346679688,0.0004942417144775391,1,12,12,0,12,12,12,0,max,12,Min Best Case,No Change,0,12,12
Open Map,96372106,0,2,10637332,True,0.5,0.00037479400634765625,0.00039577484130859375,1,9,9,0,9,9,9,0,max,9,Min Best Case,No Change,0,9,9
Open Map,96372106,0,2,10637333,True,0.5,0.0004150867462158203,0.0004684925079345703,1,10,10,0,10,10,10,0,max,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637334,True,0.5,0.0004177093505859375,0.0005331039428710938,1,10,10,0,10,10,10,0,max,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637335,True,0.5,0.0001480579376220703,0.0001971721649169922,1,2,2,0,2,2,2,0,max,2,Min Best Case,No Change,0,2,2
Open Map,96372106,0,2,10637336,True,0.5,0.0008380413055419922,0.0005939006805419922,1,15,15,0,15,15,15,0,max,15,Min Best Case,No Change,0,15,15
Open Map,96372106,0,2,10637337,True,0.5,0.0004277229309082031,0.00045013427734375,1,11,11,0,11,11,11,0,max,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637338,True,0.5,0.0005731582641601562,0.0006544589996337891,1,16,16,0,16,16,16,0,max,16,Min Best Case,No Change,0,16,16
Open Map,96372106,0,2,10637339,True,0.5,0.0032608509063720703,0.0005433559417724609,1,9,9,0,9,9,9,0,max,9,Min Best Case,No Change,0,7,7
Open Map,96372106,0,2,10637340,True,0.5,0.0004627704620361328,0.0005192756652832031,1,12,12,0,12,12,12,0,max,12,Min Best Case,No Change,0,12,12
Open Map,96372106,0,2,10637341,True,0.5,0.0004265308380126953,0.0005218982696533203,1,11,11,0,11,11,11,0,max,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637342,True,0.5,0.00026702880859375,0.00035691261291503906,1,6,6,0,6,6,6,0,max,6,Min Best Case,No Change,0,6,6
Open Map,96372106,0,2,10637343,True,0.5,0.0003848075866699219,0.00040793418884277344,1,9,9,0,9,9,9,0,max,9,Min Best Case,No Change,0,9,9
Open Map,96372106,0,2,10637344,True,0.5,0.0005216598510742188,0.0005016326904296875,1,13,13,0,13,13,13,0,max,13,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637345,True,0.5,0.0005750656127929688,0.0006513595581054688,1,16,16,0,16,16,16,0,max,16,Min Best Case,No Change,0,16,16
Open Map,96372106,0,2,10637296,True,0.5,0.0006427764892578125,0.0006804466247558594,1,13,13,0,13,13,13,0,min,13,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637297,True,0.5,0.0004673004150390625,0.0005016326904296875,1,11,11,0,11,11,11,0,min,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637298,True,0.5,0.0009398460388183594,0.0005898475646972656,1,18,18,0,18,18,18,0,min,18,Min Best Case,No Change,0,18,18
Open Map,96372106,0,2,10637299,True,0.5,0.0011339187622070312,0.0006456375122070312,1,14,14,0,14,14,14,0,min,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637300,True,0.5,0.0006103515625,0.0006840229034423828,1,14,14,0,14,14,14,0,min,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637301,True,0.5,0.0004551410675048828,0.0007913112640380859,1,11,11,0,11,11,11,0,min,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637302,True,0.5,0.0006606578826904297,0.0006406307220458984,1,17,17,0,17,17,17,0,min,17,Min Best Case,No Change,0,17,17
Open Map,96372106,0,2,10637303,True,0.5,0.0004439353942871094,0.0005154609680175781,1,13,13,0,13,13,13,0,min,13,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637304,True,0.5,0.0012390613555908203,0.0006043910980224609,1,14,14,0,14,14,14,0,min,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637305,True,0.5,0.0005526542663574219,0.0005815029144287109,1,15,15,0,15,15,15,0,min,15,Min Best Case,No Change,0,15,15
Open Map,96372106,0,2,10637306,True,0.5,0.0002701282501220703,0.00040030479431152344,1,6,6,0,6,6,6,0,min,6,Min Best Case,No Change,0,6,6
Open Map,96372106,0,2,10637307,True,0.5,0.0004627704620361328,0.0005431175231933594,1,13,13,0,13,13,13,0,min,13,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637308,True,0.5,0.00044417381286621094,0.0005984306335449219,1,11,11,0,11,11,11,0,min,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637309,True,0.5,0.000553131103515625,0.000598907470703125,1,17,17,0,17,17,17,0,min,17,Min Best Case,No Change,0,17,17
Open Map,96372106,0,2,10637310,True,0.5,0.0005965232849121094,0.0006649494171142578,1,13,13,0,13,13,13,0,min,13,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637311,True,0.5,0.00028586387634277344,0.0003972053527832031,1,7,7,0,7,7,7,0,min,7,Min Best Case,No Change,0,7,7
Open Map,96372106,0,2,10637312,True,0.5,0.00038695335388183594,0.0005214214324951172,1,10,10,0,10,10,10,0,min,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637313,True,0.5,0.0004849433898925781,0.0005505084991455078,1,14,14,0,14,14,14,0,min,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637314,True,0.5,0.006936073303222656,0.0005648136138916016,1,14,14,0,14,14,14,0,min,14,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637315,True,0.5,0.0005383491516113281,0.0004532337188720703,1,10,10,0,10,10,10,0,min,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637316,True,0.5,0.0005011558532714844,0.0005562305450439453,1,14,14,0,14,14,14,0,min,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637317,True,0.5,0.00038051605224609375,0.0005559921264648438,1,10,10,0,10,10,10,0,min,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637318,True,0.5,0.0004229545593261719,0.0005471706390380859,1,10,10,0,10,10,10,0,min,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637319,True,0.5,0.0004467964172363281,0.0006036758422851562,1,14,14,0,14,14,14,0,min,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637320,True,0.5,0.0002713203430175781,0.0004029273986816406,1,6,6,0,6,6,6,0,min,6,Min Best Case,No Change,0,6,6
Open Map,96372106,0,2,10637321,True,0.5,0.0003669261932373047,0.00040411949157714844,1,9,9,0,9,9,9,0,min,9,Min Best Case,No Change,0,9,9
Open Map,96372106,0,2,10637322,True,0.5,0.0002868175506591797,0.00045490264892578125,1,7,7,0,7,7,7,0,min,7,Min Best Case,No Change,0,7,7
Open Map,96372106,0,2,10637323,True,0.5,0.0005638599395751953,0.0008628368377685547,1,17,17,0,17,17,17,0,min,17,Min Best Case,No Change,0,17,17
Open Map,96372106,0,2,10637324,True,0.5,0.0002219676971435547,0.0003139972686767578,1,4,4,0,4,4,4,0,min,4,Min Best Case,No Change,0,4,4
Open Map,96372106,0,2,10637325,True,0.5,0.0004405975341796875,0.0005638599395751953,1,10,10,0,10,10,10,0,min,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637326,True,0.5,0.00045800209045410156,0.0005609989166259766,1,11,11,0,11,11,11,0,min,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637327,True,0.5,0.0003342628479003906,0.00037980079650878906,1,9,9,0,9,9,9,0,min,9,Min Best Case,No Change,0,9,9
Open Map,96372106,0,2,10637328,True,0.5,0.0009300708770751953,0.00041294097900390625,1,11,11,0,11,11,11,0,min,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637329,True,0.5,0.0003170967102050781,0.0003638267517089844,1,7,7,0,7,7,7,0,min,7,Min Best Case,No Change,0,7,7
Open Map,96372106,0,2,10637330,True,0.5,0.0002741813659667969,0.00027251243591308594,1,6,6,0,6,6,6,0,min,6,Min Best Case,No Change,0,6,6
Open Map,96372106,0,2,10637331,True,0.5,0.0005445480346679688,0.0004620552062988281,1,12,12,0,12,12,12,0,min,12,Min Best Case,No Change,0,12,12
Open Map,96372106,0,2,10637332,True,0.5,0.00037479400634765625,0.0003600120544433594,1,9,9,0,9,9,9,0,min,9,Min Best Case,No Change,0,9,9
Open Map,96372106,0,2,10637333,True,0.5,0.0004150867462158203,0.0004329681396484375,1,10,10,0,10,10,10,0,min,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637334,True,0.5,0.0004177093505859375,0.0004730224609375,1,10,10,0,10,10,10,0,min,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637335,True,0.5,0.0001480579376220703,0.00020170211791992188,1,2,2,0,2,2,2,0,min,2,Min Best Case,No Change,0,2,2
Open Map,96372106,0,2,10637336,True,0.5,0.0008380413055419922,0.0005328655242919922,1,15,15,0,15,15,15,0,min,15,Min Best Case,No Change,0,15,15
Open Map,96372106,0,2,10637337,True,0.5,0.0004277229309082031,0.0004162788391113281,1,11,11,0,11,11,11,0,min,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637338,True,0.5,0.0005731582641601562,0.0006110668182373047,1,16,16,0,16,16,16,0,min,16,Min Best Case,No Change,0,16,16
Open Map,96372106,0,2,10637339,True,0.5,0.0032608509063720703,0.00048422813415527344,1,9,9,0,9,9,9,0,min,9,Min Best Case,No Change,0,7,7
Open Map,96372106,0,2,10637340,True,0.5,0.0004627704620361328,0.00048041343688964844,1,12,12,0,12,12,12,0,min,12,Min Best Case,No Change,0,12,12
Open Map,96372106,0,2,10637341,True,0.5,0.0004265308380126953,0.0004477500915527344,1,11,11,0,11,11,11,0,min,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637342,True,0.5,0.00026702880859375,0.0003294944763183594,1,6,6,0,6,6,6,0,min,6,Min Best Case,No Change,0,6,6
Open Map,96372106,0,2,10637343,True,0.5,0.0003848075866699219,0.00036144256591796875,1,9,9,0,9,9,9,0,min,9,Min Best Case,No Change,0,9,9
Open Map,96372106,0,2,10637344,True,0.5,0.0005216598510742188,0.00044727325439453125,1,13,13,0,13,13,13,0,min,13,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637345,True,0.5,0.0005750656127929688,0.0006077289581298828,1,16,16,0,16,16,16,0,min,16,Min Best Case,No Change,0,16,16
Open Map,96372106,0,2,10637296,True,0.5,0.0006427764892578125,0.00060272216796875,1,13,13,0,13,13,13,0,uniform,13,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637297,True,0.5,0.0004673004150390625,0.0006115436553955078,1,11,11,0,11,11,11,0,uniform,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637298,True,0.5,0.0009398460388183594,0.0007059574127197266,1,18,18,0,18,18,18,0,uniform,18,Min Best Case,No Change,0,18,18
Open Map,96372106,0,2,10637299,True,0.5,0.0011339187622070312,0.0005612373352050781,1,14,14,0,14,14,14,0,uniform,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637300,True,0.5,0.0006103515625,0.0006129741668701172,1,14,14,0,14,14,14,0,uniform,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637301,True,0.5,0.0004551410675048828,0.00045037269592285156,1,11,11,0,11,11,11,0,uniform,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637302,True,0.5,0.0006606578826904297,0.0006542205810546875,1,17,17,0,17,17,17,0,uniform,17,Min Best Case,No Change,0,17,17
Open Map,96372106,0,2,10637303,True,0.5,0.0004439353942871094,0.0005114078521728516,1,13,13,0,13,13,13,0,uniform,13,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637304,True,0.5,0.0012390613555908203,0.0006251335144042969,1,14,14,0,14,14,14,0,uniform,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637305,True,0.5,0.0005526542663574219,0.0004994869232177734,1,15,15,0,15,15,15,0,uniform,15,Min Best Case,No Change,0,15,15
Open Map,96372106,0,2,10637306,True,0.5,0.0002701282501220703,0.0003619194030761719,1,6,6,0,6,6,6,0,uniform,6,Min Best Case,No Change,0,6,6
Open Map,96372106,0,2,10637307,True,0.5,0.0004627704620361328,0.0004918575286865234,1,13,13,0,13,13,13,0,uniform,13,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637308,True,0.5,0.00044417381286621094,0.0010902881622314453,1,11,11,0,11,11,11,0,uniform,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637309,True,0.5,0.000553131103515625,0.0006101131439208984,1,17,17,0,17,17,17,0,uniform,17,Min Best Case,No Change,0,17,17
Open Map,96372106,0,2,10637310,True,0.5,0.0005965232849121094,0.0006029605865478516,1,13,13,0,13,13,13,0,uniform,13,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637311,True,0.5,0.00028586387634277344,0.00035643577575683594,1,7,7,0,7,7,7,0,uniform,7,Min Best Case,No Change,0,7,7
Open Map,96372106,0,2,10637312,True,0.5,0.00038695335388183594,0.0005409717559814453,1,10,10,0,10,10,10,0,uniform,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637313,True,0.5,0.0004849433898925781,0.0005662441253662109,1,14,14,0,14,14,14,0,uniform,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637314,True,0.5,0.006936073303222656,0.000568389892578125,1,14,14,0,14,14,14,0,uniform,14,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637315,True,0.5,0.0005383491516113281,0.00045680999755859375,1,10,10,0,10,10,10,0,uniform,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637316,True,0.5,0.0005011558532714844,0.0005457401275634766,1,14,14,0,14,14,14,0,uniform,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637317,True,0.5,0.00038051605224609375,0.0005121231079101562,1,10,10,0,10,10,10,0,uniform,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637318,True,0.5,0.0004229545593261719,0.0005509853363037109,1,10,10,0,10,10,10,0,uniform,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637319,True,0.5,0.0004467964172363281,0.0005452632904052734,1,14,14,0,14,14,14,0,uniform,14,Min Best Case,No Change,0,14,14
Open Map,96372106,0,2,10637320,True,0.5,0.0002713203430175781,0.00041937828063964844,1,6,6,0,6,6,6,0,uniform,6,Min Best Case,No Change,0,6,6
Open Map,96372106,0,2,10637321,True,0.5,0.0003669261932373047,0.0004048347473144531,1,9,9,0,9,9,9,0,uniform,9,Min Best Case,No Change,0,9,9
Open Map,96372106,0,2,10637322,True,0.5,0.0002868175506591797,0.0003981590270996094,1,7,7,0,7,7,7,0,uniform,7,Min Best Case,No Change,0,7,7
Open Map,96372106,0,2,10637323,True,0.5,0.0005638599395751953,0.000843048095703125,1,17,17,0,17,17,17,0,uniform,17,Min Best Case,No Change,0,17,17
Open Map,96372106,0,2,10637324,True,0.5,0.0002219676971435547,0.0003142356872558594,1,4,4,0,4,4,4,0,uniform,4,Min Best Case,No Change,0,4,4
Open Map,96372106,0,2,10637325,True,0.5,0.0004405975341796875,0.0005490779876708984,1,10,10,0,10,10,10,0,uniform,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637326,True,0.5,0.00045800209045410156,0.0005450248718261719,1,11,11,0,11,11,11,0,uniform,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637327,True,0.5,0.0003342628479003906,0.000408172607421875,1,9,9,0,9,9,9,0,uniform,9,Min Best Case,No Change,0,9,9
Open Map,96372106,0,2,10637328,True,0.5,0.0009300708770751953,0.0004372596740722656,1,11,11,0,11,11,11,0,uniform,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637329,True,0.5,0.0003170967102050781,0.0003654956817626953,1,7,7,0,7,7,7,0,uniform,7,Min Best Case,No Change,0,7,7
Open Map,96372106,0,2,10637330,True,0.5,0.0002741813659667969,0.00031685829162597656,1,6,6,0,6,6,6,0,uniform,6,Min Best Case,No Change,0,6,6
Open Map,96372106,0,2,10637331,True,0.5,0.0005445480346679688,0.0004458427429199219,1,12,12,0,12,12,12,0,uniform,12,Min Best Case,No Change,0,12,12
Open Map,96372106,0,2,10637332,True,0.5,0.00037479400634765625,0.0003581047058105469,1,9,9,0,9,9,9,0,uniform,9,Min Best Case,No Change,0,9,9
Open Map,96372106,0,2,10637333,True,0.5,0.0004150867462158203,0.0004031658172607422,1,10,10,0,10,10,10,0,uniform,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637334,True,0.5,0.0004177093505859375,0.0004482269287109375,1,10,10,0,10,10,10,0,uniform,10,Min Best Case,No Change,0,10,10
